Entry	Entry name	Protein names	Gene names	Organism	Length	Interacts with	Cross-reference (BioGrid)	Cross-reference (DIP)	Cross-reference (IntAct)	Cross-reference (MINT)	Cross-reference (STRING)	Caution	Miscellaneous [CC]
Q61627	GRID1_MOUSE	"Glutamate receptor ionotropic, delta-1 (GluD1) (GluR delta-1 subunit)"	Grid1	Mus musculus (Mouse)	1009				Q61627;	MINT-1791814;	10090.ENSMUSP00000044009;		
Q3UWA6	GUC2C_MOUSE	Heat-stable enterotoxin receptor (STA receptor) (EC 4.6.1.2) (Guanylyl cyclase C) (GC-C) (Intestinal guanylate cyclase)	Gucy2c Guc2c	Mus musculus (Mouse)	1072		200125;				10090.ENSMUSP00000032338;		
Q0P543	GIPR_MOUSE	Gastric inhibitory polypeptide receptor (GIP-R) (Glucose-dependent insulinotropic polypeptide receptor)	Gipr	Mus musculus (Mouse)	460						10090.ENSMUSP00000092384;		
Q64018	GLRA1_MOUSE	Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit)	Glra1	Mus musculus (Mouse)	457						10090.ENSMUSP00000099777;		"MISCELLANEOUS: The alpha subunit binds strychnine. {ECO:0000269|PubMed:16672662, ECO:0000269|PubMed:7874121, ECO:0000269|PubMed:9145798}."
Q9JIL6	GPC5D_MOUSE	G-protein coupled receptor family C group 5 member D	Gprc5d	Mus musculus (Mouse)	344						10090.ENSMUSP00000032327;		
P0C5I1	GPR25_MOUSE	Probable G-protein coupled receptor 25	Gpr25 Gm1300	Mus musculus (Mouse)	358								
Q8BX79	GPR21_MOUSE	Probable G-protein coupled receptor 21	Gpr21	Mus musculus (Mouse)	349						10090.ENSMUSP00000066449;		
Q5U431	GPR39_MOUSE	G-protein coupled receptor 39	Gpr39	Mus musculus (Mouse)	456						10090.ENSMUSP00000027581;		"MISCELLANEOUS: Was originally reported to be the receptor of obestatin. However, numerous reports concluded that GPR39 was not the receptor for obestatin (PubMed:16959833). {ECO:0000305|PubMed:16959833}."
Q8C010	GPR61_MOUSE	Probable G-protein coupled receptor 61	Gpr61	Mus musculus (Mouse)	449						10090.ENSMUSP00000055557;		
Q6YNI2	GPR6_MOUSE	G-protein coupled receptor 6 (Sphingosine 1-phosphate receptor GPR6)	Gpr6 Gm233	Mus musculus (Mouse)	363						10090.ENSMUSP00000057323;	CAUTION: Was originally (PubMed:14592418) thought to be a receptor for sphingosine 1-phosphate. It has been demonstrated that it is not the case in human. {ECO:0000305|PubMed:14592418}.	
Q9Z2W8	GRIA4_MOUSE	"Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)"	Gria4 Glur4	Mus musculus (Mouse)	902				Q9Z2W8;		10090.ENSMUSP00000027020;		MISCELLANEOUS: The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds AMPA (quisqualate) > glutamate > kainate.
Q3U507	GP174_MOUSE	Probable G-protein coupled receptor 174	Gpr174 Gm376	Mus musculus (Mouse)	335						10090.ENSMUSP00000098852;		
Q80WT4	GP176_MOUSE	Probable G-protein coupled receptor 176 (G-protein coupled receptor AGR9)	Gpr176 Agr9 Gm1012	Mus musculus (Mouse)	515						10090.ENSMUSP00000037586;		
Q3U6B2	GP183_MOUSE	G-protein coupled receptor 183 (Epstein-Barr virus-induced G-protein coupled receptor 2 homolog) (EBI2) (EBV-induced G-protein coupled receptor 2 homolog)	Gpr183 Ebi2	Mus musculus (Mouse)	357						10090.ENSMUSP00000052404;		"MISCELLANEOUS: GSK682753A (8-[(2E)-3-(4-chlorophenyl)prop-2-enoyl]-3-[(3,4-dichlorophenyl)methyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one), an inverse agonist, selectively inhibits the constitutive activity of GPR183 with high potency and efficacy. {ECO:0000305|PubMed:21673108}."
Q8K3J9	GPC5C_MOUSE	G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3)	Gprc5c Raig3	Mus musculus (Mouse)	440						10090.ENSMUSP00000061760;		
P35412	GPR12_MOUSE	G-protein coupled receptor 12 (GPCR01)	Gpr12 Gpcr12	Mus musculus (Mouse)	334						10090.ENSMUSP00000038245;	CAUTION: Was originally thought to be a receptor for sphingosine 1-phosphate. {ECO:0000305|PubMed:12574419}.	
Q8BZA7	GPR26_MOUSE	G-protein coupled receptor 26	Gpr26	Mus musculus (Mouse)	337						10090.ENSMUSP00000041664;		
P35413	GPR3_MOUSE	G-protein coupled receptor 3 (GPCR21)	Gpr3 Gpcr3	Mus musculus (Mouse)	330						10090.ENSMUSP00000062083;		
Q3UJF0	GPR55_MOUSE	G-protein coupled receptor 55	Gpr55 Gm218	Mus musculus (Mouse)	327						10090.ENSMUSP00000084196;		MISCELLANEOUS: The classification of this protein as a cannabinoid receptor remains a contentious issue due to conflicting pharmacological results.
Q9EQQ3	GPR63_MOUSE	Probable G-protein coupled receptor 63 (PSP24-2) (PSP24-beta)	Gpr63	Mus musculus (Mouse)	425						10090.ENSMUSP00000039312;		
P23819	GRIA2_MOUSE	"Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)"	Gria2 Glur2	Mus musculus (Mouse)	883	Q8VHY0; P23818; Q925T6	200059;		P23819;	MINT-1776844;	10090.ENSMUSP00000074787;		MISCELLANEOUS: The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds AMPA (quisqualate) > glutamate > kainate.
Q8BZL4	GPR22_MOUSE	Probable G-protein coupled receptor 22	Gpr22	Mus musculus (Mouse)	432						10090.ENSMUSP00000056125;		
F8VQN3	GPR31_MOUSE	"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31)"	Gpr31 Gpr31b Gpr31c	Mus musculus (Mouse)	319						10090.ENSMUSP00000089237;		
P23818	GRIA1_MOUSE	"Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)"	Gria1 Glur1	Mus musculus (Mouse)	907	P23819	200058;	DIP-31970N;	P23818;	MINT-1897734;	10090.ENSMUSP00000044494;		MISCELLANEOUS: The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds AMPA (quisqualate) > glutamate > kainate.
Q9Z2W9	GRIA3_MOUSE	"Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)"	Gria3 Glur3 Kiaa4184	Mus musculus (Mouse)	888		207340;		Q9Z2W9;	MINT-4131411;	10090.ENSMUSP00000075687;		MISCELLANEOUS: The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds AMPA (quisqualate) > glutamate > kainate.
Q9QYS2	GRM3_MOUSE	Metabotropic glutamate receptor 3 (mGluR3)	Grm3 Gprc1c Mglur3	Mus musculus (Mouse)	879				Q9QYS2;	MINT-4101874;	10090.ENSMUSP00000004076;		
Q5NCH9	GRM6_MOUSE	Metabotropic glutamate receptor 6 (mGluR6)	Grm6 Gprc1f Mglur6	Mus musculus (Mouse)	871		223810;				10090.ENSMUSP00000000631;		
Q6TL19	GUC2G_MOUSE	Guanylate cyclase 2G (EC 4.6.1.2) (Guanylyl cyclase receptor G) (mGC-G)	Gucy2g	Mus musculus (Mouse)	1100						10090.ENSMUSP00000068253;		
Q60934	GRIK1_MOUSE	"Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)"	Grik1 Glur5	Mus musculus (Mouse)	836						10090.ENSMUSP00000072107;		MISCELLANEOUS: The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds domoate > kainate > L-glutamate = quisqualate > CNQX = DNQX > AMPA > dihydrokainate > NMDA (By similarity). {ECO:0000250}.
B1AS29	GRIK3_MOUSE	"Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)"	Grik3 Glur7	Mus musculus (Mouse)	919		200065;				10090.ENSMUSP00000030676;		
Q61626	GRIK5_MOUSE	"Glutamate receptor ionotropic, kainate 5 (GluK5) (Glutamate receptor KA-2) (KA2) (Glutamate receptor gamma-2) (GluR gamma-2)"	Grik5	Mus musculus (Mouse)	979				Q61626;		10090.ENSMUSP00000003468;		
Q68EF4	GRM4_MOUSE	Metabotropic glutamate receptor 4 (mGluR4)	Grm4 Gprc1d Mglur4	Mus musculus (Mouse)	912		234582;	DIP-49002N;			10090.ENSMUSP00000130092;		
Q3UVX5	GRM5_MOUSE	Metabotropic glutamate receptor 5 (mGluR5)	Grm5 Gprc1e Mglur5	Mus musculus (Mouse)	1203	Q9Z214; Q9Z214-1; Q9Z214-3; Q13526	223809;		Q3UVX5;		10090.ENSMUSP00000129181;		
P47743	GRM8_MOUSE	Metabotropic glutamate receptor 8 (mGluR8)	Grm8 Gprc1h Mglur8	Mus musculus (Mouse)	908		200074;		P47743;		10090.ENSMUSP00000110978;		
Q9EP66	HCAR2_MOUSE	Hydroxycarboxylic acid receptor 2 (G-protein coupled receptor 109) (G-protein coupled receptor 109A) (G-protein coupled receptor HM74) (Niacin receptor 1) (Nicotinic acid receptor) (Protein PUMA-G)	Hcar2 Gpr109 Gpr109a Gpr109b Niacr1 Pumag	Mus musculus (Mouse)	360						10090.ENSMUSP00000054104;		
Q5FWC3	M4A13_MOUSE	Membrane-spanning 4-domains subfamily A member 13 (Testis-expressed transmembrane protein 4.2) (Tetm4.2)	Ms4a13	Mus musculus (Mouse)	203						10090.ENSMUSP00000073095;	CAUTION: It is uncertain whether Met-1 or Met-22 is the initiator. {ECO:0000305}.	
Q3UPL6	M4A15_MOUSE	Membrane-spanning 4-domains subfamily A member 15	Ms4a15	Mus musculus (Mouse)	245								
Q99N07	M4A6D_MOUSE	Membrane-spanning 4-domains subfamily A member 6D (CD20 antigen-like 8)	Ms4a6d Cd20l8 Ms4a11	Mus musculus (Mouse)	247						10090.ENSMUSP00000025582;		
P56450	MC4R_MOUSE	Melanocortin receptor 4 (MC4-R)	Mc4r	Mus musculus (Mouse)	332		201341;				10090.ENSMUSP00000054776;		
P08923	LTK_MOUSE	Leukocyte tyrosine kinase receptor (EC 2.7.10.1)	Ltk	Mus musculus (Mouse)	888						10090.ENSMUSP00000028759;		
Q99N10	M4A8_MOUSE	Membrane-spanning 4-domains subfamily A member 8 (CD20 antigen-like 5) (Membrane-spanning 4-domains subfamily A member 8A)	Ms4a8 Cd20l5 Ms4a8a	Mus musculus (Mouse)	290						10090.ENSMUSP00000025636;		
Q8BLG2	LPAR4_MOUSE	Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (Purinergic receptor 9)	Lpar4 Gpr23 Lpa4 P2y9	Mus musculus (Mouse)	370						10090.ENSMUSP00000053986;		
Q8CB67	LRP11_MOUSE	Low-density lipoprotein receptor-related protein 11 (LRP-11)	Lrp11	Mus musculus (Mouse)	483						10090.ENSMUSP00000019931;		
Q8BUJ9	LRP12_MOUSE	Low-density lipoprotein receptor-related protein 12 (LRP-12)	Lrp12	Mus musculus (Mouse)	858						10090.ENSMUSP00000022916;		
Q91ZX7	LRP1_MOUSE	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	Lrp1 A2mr	Mus musculus (Mouse)	4545	P97318; Q62108; Q9WVI9; Q9ERE9	201201;	DIP-47785N;	Q91ZX7;	MINT-1848960;	10090.ENSMUSP00000044004;		
Q99KG5	LSR_MOUSE	Lipolysis-stimulated lipoprotein receptor (Lipolysis-stimulated receptor) (Liver-specific bHLH-Zip transcription factor) (Liver-specific gene on mouse chromosome 7 protein)	Lsr Lisch7	Mus musculus (Mouse)	594		207572;		Q99KG5;		10090.ENSMUSP00000001279;		
Q99N08	M4A6C_MOUSE	Membrane-spanning 4-domains subfamily A member 6C	Ms4a6c	Mus musculus (Mouse)	217						10090.ENSMUSP00000132425;		
Q60767	LY75_MOUSE	Lymphocyte antigen 75 (Ly-75) (DEC-205) (CD antigen CD205)	Ly75 Cd205	Mus musculus (Mouse)	1723				Q60767;	MINT-4100766;	10090.ENSMUSP00000028362;		
Q8BHC0	LYVE1_MOUSE	Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1)	Lyve1 Crsbp1 Xlkd1	Mus musculus (Mouse)	318						10090.ENSMUSP00000033050;		
Q99N05	M4A4D_MOUSE	Membrane-spanning 4-domains subfamily A member 4D	Ms4a4d	Mus musculus (Mouse)	225						10090.ENSMUSP00000025581;		
Q99N09	M4A6B_MOUSE	Membrane-spanning 4-domains subfamily A member 6B	Ms4a6b	Mus musculus (Mouse)	244						10090.ENSMUSP00000025580;		
P33033	MC3R_MOUSE	Melanocortin receptor 3 (MC3-R)	Mc3r	Mus musculus (Mouse)	323		201340;				10090.ENSMUSP00000047358;		
Q9JI18	LRP1B_MOUSE	Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT)	Lrp1b Lrpdit	Mus musculus (Mouse)	4599	Q9WVI9-1; Q80VC8; P69566			Q9JI18;	MINT-4998267;	10090.ENSMUSP00000054275;		
Q8VI56	LRP4_MOUSE	Low-density lipoprotein receptor-related protein 4 (LRP-4) (LDLR dan)	Lrp4 Kiaa0816	Mus musculus (Mouse)	1905	P25304; Q9ERE7			Q8VI56;	MINT-6801185;	10090.ENSMUSP00000028689;		
Q91VN0	LRP5_MOUSE	Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7) (Lr3)	Lrp5 Lrp7	Mus musculus (Mouse)	1614		201202;		Q91VN0;	MINT-8293473;	10090.ENSMUSP00000025856;		
Q99N03	M4A10_MOUSE	Membrane-spanning 4-domains subfamily A member 10	Ms4a10	Mus musculus (Mouse)	267				Q99N03;	MINT-219084;			
Q60754	MARCO_MOUSE	Macrophage receptor MARCO (Macrophage receptor with collagenous structure)	Marco	Mus musculus (Mouse)	518					MINT-4997199;	10090.ENSMUSP00000027639;		
A2ARI4	LGR4_MOUSE	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	Lgr4 Gpr48	Mus musculus (Mouse)	951						10090.ENSMUSP00000047325;		
Q64281	LIRB4_MOUSE	Leukocyte immunoglobulin-like receptor subfamily B member 4 (Mast cell surface glycoprotein Gp49B) (CD antigen CD85k)	Lilrb4 Gp49b	Mus musculus (Mouse)	335		200008;	DIP-46122N;			10090.ENSMUSP00000077833;		
Q9JL06	LPAR2_MOUSE	Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4)	Lpar2 Edg4 Lpa2	Mus musculus (Mouse)	348				Q9JL06;	MINT-1897279;			
Q924X6	LRP8_MOUSE	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	Lrp8 Apoer2	Mus musculus (Mouse)	996	Q62108; P35438; Q99068; Q60841		DIP-33284N;	Q924X6;	MINT-111626;			"MISCELLANEOUS: LRP8 and VLVLR together are required for correct embryonic development in the brain. Targeted disruption of both genes results in a phenotype virtually indistinguishable from that seen in ""reeler"" and ""scrambler"" mice. Subtle effects of VLDLR deletion are found mainly in the cerebellum, whereas lack of LRP8 predominantly affects the positioning of the neurons in the neocortex. Besides brain formation defects, LRP8-deficient mice also exhibit male infertility."
O88855	LT4R1_MOUSE	Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1)	Ltb4r Bltr Ltb4r1	Mus musculus (Mouse)	351						10090.ENSMUSP00000051368;		
Q7TQH7	LRP10_MOUSE	Low-density lipoprotein receptor-related protein 10 (LRP-10)	Lrp10 Lrp9	Mus musculus (Mouse)	713						10090.ENSMUSP00000022782;		
A2ARV4	LRP2_MOUSE	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	Lrp2	Mus musculus (Mouse)	4660	P97318; Q62108; Q9Z0G0; Q9WVI9; Q9ERE9; Q9D6K5	200005;		A2ARV4;	MINT-4106203;	10090.ENSMUSP00000079752;		
P30554	MAS_MOUSE	Proto-oncogene Mas	Mas1 Mas Mas-1	Mus musculus (Mouse)	324						10090.ENSMUSP00000086409;		
Q60805	MERTK_MOUSE	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	Mertk Mer	Mus musculus (Mouse)	994				Q60805;		10090.ENSMUSP00000014505;		
P16056	MET_MOUSE	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	Met	Mus musculus (Mouse)	1379	P22682; P14210; P35918			P16056;	MINT-137318;	10090.ENSMUSP00000079324;		
Q149R9	LPAR5_MOUSE	Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92)	Lpar5 Gm1072 Gpr92	Mus musculus (Mouse)	372						10090.ENSMUSP00000085630;		
Q9JJL9	LT4R2_MOUSE	Leukotriene B4 receptor 2 (LTB4-R 2) (LTB4-R2) (Leukotriene B4 receptor BLT2)	Ltb4r2 Blt2	Mus musculus (Mouse)	360						10090.ENSMUSP00000048358;		
Q91ZY2	HRH4_MOUSE	Histamine H4 receptor (H4R) (HH4R)	Hrh4	Mus musculus (Mouse)	391						10090.ENSMUSP00000041061;		
Q61190	I10R2_MOUSE	Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b)	Il10rb Crfb4	Mus musculus (Mouse)	349						10090.ENSMUSP00000023691;		
P70225	I11RB_MOUSE	Interleukin-11 receptor subunit alpha-2 (IL-11 receptor subunit alpha-2) (IL-11R subunit alpha-2) (IL-11R-alpha-2) (IL-11RA2) (Interleukin-11 receptor subunit beta) (IL-11 receptor subunit beta) (IL-11R subunit beta) (IL-11R-beta) (IL-11RB)	Il11ra2	Mus musculus (Mouse)	432						10090.ENSMUSP00000137393;		MISCELLANEOUS: Il11ra2 appears to arise through gene duplication of ancestral origin and has been lost in some inbred mouse strains.
P0C673	IGS11_MOUSE	Immunoglobulin superfamily member 11 (IgSF11) (Brain and testis-specific immunoglobulin superfamily protein) (Bt-IGSF)	Igsf11	Mus musculus (Mouse)	428						10090.ENSMUSP00000023478;		
Q7TQA1	IGSF1_MOUSE	Immunoglobulin superfamily member 1 (IgSF1) (Inhibin-binding protein) (InhBP)	Igsf1 Kiaa0364	Mus musculus (Mouse)	1317						10090.ENSMUSP00000033442;	CAUTION: It is uncertain whether Met-1 or Met-2 is the initiator. {ECO:0000305}.	
P70174	HRH1_MOUSE	Histamine H1 receptor (H1R) (HH1R)	Hrh1 Bphs	Mus musculus (Mouse)	488						10090.ENSMUSP00000086383;		
P58406	HRH3_MOUSE	Histamine H3 receptor (H3R) (HH3R)	Hrh3	Mus musculus (Mouse)	445						10090.ENSMUSP00000049963;		
Q8K4C2	I17RC_MOUSE	Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14)	Il17rc	Mus musculus (Mouse)	698		228481;		Q8K4C2;		10090.ENSMUSP00000055343;		
Q8BH06	I17RE_MOUSE	Interleukin-17 receptor E (IL-17 receptor E) (IL-17RE)	Il17re	Mus musculus (Mouse)	637				Q8BH06;		10090.ENSMUSP00000062103;		
Q8C131	HCAR1_MOUSE	Hydroxycarboxylic acid receptor 1 (G-protein coupled receptor 81)	Hcar1 Gpr81	Mus musculus (Mouse)	343						10090.ENSMUSP00000129280;		
P97292	HRH2_MOUSE	Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)	Hrh2	Mus musculus (Mouse)	397						10090.ENSMUSP00000038170;		
Q00651	ITA4_MOUSE	Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (Lymphocyte Peyer patch adhesion molecules subunit alpha) (LPAM subunit alpha) (VLA-4 subunit alpha) (CD antigen CD49d)	Itga4	Mus musculus (Mouse)	1039						10090.ENSMUSP00000099718;		
P11688	ITA5_MOUSE	Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]	Itga5	Mus musculus (Mouse)	1053	P68254	200818;		P11688;	MINT-4098865;	10090.ENSMUSP00000023128;		
B8JK39	ITA9_MOUSE	Integrin alpha-9	Itga9	Mus musculus (Mouse)	1036						10090.ENSMUSP00000044227;		
P24063	ITAL_MOUSE	Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (Lymphocyte antigen 15) (Ly-15) (CD antigen CD11a)	Itgal Lfa-1 Ly-15	Mus musculus (Mouse)	1163			DIP-35643N;	P24063;		10090.ENSMUSP00000101913;		
A2A863	ITB4_MOUSE	Integrin beta-4 (CD antigen CD104)	Itgb4	Mus musculus (Mouse)	1818		228715;		A2A863;				
P13504	IL1R1_MOUSE	"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]"	Il1r1 Il-1r1 Il1ra	Mus musculus (Mouse)	576		200625;	DIP-40669N;	P13504;		10090.ENSMUSP00000027241;		
Q9JHX3	IL21R_MOUSE	Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Lymphocyte receptor beta) (LR-beta) (Novel cytokine receptor 8) (NR8) (Novel interleukin receptor) (CD antigen CD360)	Il21r Nilr	Mus musculus (Mouse)	529						10090.ENSMUSP00000033000;		
P34902	IL2RG_MOUSE	Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132)	Il2rg	Mus musculus (Mouse)	369				P34902;	MINT-1734370;	10090.ENSMUSP00000033664;		
P22272	IL6RA_MOUSE	Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (CD antigen CD126)	Il6ra Il6r	Mus musculus (Mouse)	460				P22272;	MINT-1524697;	10090.ENSMUSP00000029559;		
Q9WTL4	INSRR_MOUSE	Insulin receptor-related protein (IRR) (EC 2.7.10.1) (IR-related receptor) [Cleaved into: Insulin receptor-related protein alpha chain; Insulin receptor-related protein beta chain]	Insrr Irr	Mus musculus (Mouse)	1300						10090.ENSMUSP00000029711;		
Q9QUM0	ITA2B_MOUSE	Integrin alpha-IIb (GPalpha IIb) (GPIIb) (Platelet membrane glycoprotein IIb) (CD antigen CD41) [Cleaved into: Integrin alpha-IIb heavy chain; Integrin alpha-IIb light chain]	Itga2b	Mus musculus (Mouse)	1033				Q9QUM0;	MINT-4098793;	10090.ENSMUSP00000099375;		
P11835	ITB2_MOUSE	"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)"	Itgb2	Mus musculus (Mouse)	771		200828;	DIP-37428N;	P11835;	MINT-1662243;	10090.ENSMUSP00000000299;		
P26011	ITB7_MOUSE	Integrin beta-7 (Integrin beta-P) (M290 IEL antigen)	Itgb7	Mus musculus (Mouse)	806						10090.ENSMUSP00000001327;		
Q6PHB0	I20RA_MOUSE	Interleukin-20 receptor subunit alpha (IL-20 receptor subunit alpha) (IL-20R-alpha) (IL-20RA) (IL-20R1)	Il20ra	Mus musculus (Mouse)	546						10090.ENSMUSP00000020185;		
Q80XZ4	I22R1_MOUSE	Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1)	Il22ra1	Mus musculus (Mouse)	581						10090.ENSMUSP00000099605;		
P98154	IDD_MOUSE	Integral membrane protein DGCR2/IDD (Seizure-related membrane-bound adhesion protein)	Dgcr2 Dgsc Idd Sez-12 Sez12	Mus musculus (Mouse)	548						10090.ENSMUSP00000012152;		
P21183	IL5RA_MOUSE	Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CD antigen CD125)	Il5ra Il5r	Mus musculus (Mouse)	415						10090.ENSMUSP00000129781;		
Q8CBR1	ILDR1_MOUSE	Immunoglobulin-like domain-containing receptor 1	Ildr1	Mus musculus (Mouse)	537						10090.ENSMUSP00000112539;		
O35664	INAR2_MOUSE	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha/beta receptor 2) (Type I interferon receptor 2)	Ifnar2	Mus musculus (Mouse)	513		200539;		O35664;		10090.ENSMUSP00000023693;		
